# Format version 3
# nfields = 2
# NDim = 2
# PW grid = 32 48 
# k-space data = 0 , complex data = 0
# Columns: x y fielddata
       0.625            0     0.3524320702   0.003737891413 
       0.625 0.1804219591     0.8704909832   0.003677623187 
       0.625 0.3608439182     0.8203216239   0.003502526371 
       0.625 0.5412658774     0.8561186251   0.003229104158 
       0.625 0.7216878365     0.6090241724   0.002882020979 
       0.625 0.9021097956     0.8046767188   0.002490506926 
       0.625  1.082531755     0.4534779172   0.002084429035 
       0.625  1.262953714     0.6642774516   0.001690772413 
       0.625  1.443375673     0.9612234775   0.001331098771 
       0.625  1.623797632     0.3307857011   0.001020263217 
       0.625  1.804219591     0.7787311884  0.0007663615623 
       0.625   1.98464155     0.8479916373  0.0005716319126 
       0.625  2.165063509     0.7181923416  0.0004338974864 
       0.625  2.345485469      0.344028526  0.0003481242486 
       0.625  2.525907428     0.3426913059  0.0003077544341 
       0.625  2.706329387     0.5610985613  0.0003056226341 
       0.625  2.886751346     0.2616813279  0.0003344179751 
       0.625  3.067173305     0.1322465584  0.0003867854996 
       0.625  3.247595264     0.1552918542  0.0004552381727 
       0.625  3.428017223     0.1352487097  0.0005320695756 
       0.625  3.608439182     0.8183497325  0.0006094214252 
       0.625  3.788861142     0.4143316436   0.000679585069 
       0.625  3.969283101    0.04710873229  0.0007355243056 
       0.625   4.14970506     0.6498067121  0.0007715230541 
       0.625  4.330127019     0.1062113691  0.0007838077102 
       0.625  4.510548978      0.366304972  0.0007715230541 
       0.625  4.690970937     0.8486764066  0.0007355243056 
       0.625  4.871392896     0.8736570058   0.000679585069 
       0.625  5.051814855     0.1517552398  0.0006094214252 
       0.625  5.232236815      0.413450293  0.0005320695756 
       0.625  5.412658774      0.913239478  0.0004552381727 
       0.625  5.593080733     0.7721569768  0.0003867854996 
       0.625  5.773502692     0.3315170294  0.0003344179751 
       0.625  5.953924651     0.4324162237  0.0003056226341 
       0.625   6.13434661     0.5224171207  0.0003077544341 
       0.625  6.314768569     0.7662459947  0.0003481242486 
       0.625  6.495190528     0.6151105503  0.0004338974864 
       0.625  6.675612488      0.449503078  0.0005716319126 
       0.625  6.856034447     0.3359669056  0.0007663615623 
       0.625  7.036456406     0.3195469029   0.001020263217 
       0.625  7.216878365     0.1446524276   0.001331098771 
       0.625  7.397300324     0.2278736873   0.001690772413 
       0.625  7.577722283     0.4029336255   0.002084429035 
       0.625  7.758144242     0.0334517808   0.002490506926 
       0.625  7.938566201     0.7015947358   0.002882020979 
       0.625   8.11898816     0.2692824697   0.003229104158 
       0.625   8.29941012     0.4730425962   0.003502526371 
       0.625  8.479832079     0.5521661189   0.003677623187 

     0.78125            0      0.385639223   0.003349017014 
     0.78125 0.1804219591      0.557095677   0.003295051991 
     0.78125 0.3608439182     0.4980609339   0.003138238885 
     0.78125 0.5412658774    0.04859598357   0.002893393351 
     0.78125 0.7216878365     0.2920524944    0.00258266492 
     0.78125 0.9021097956     0.9313981389    0.00223232784 
     0.78125  1.082531755       0.67607025   0.001869277632 
     0.78125  1.262953714     0.2819281796   0.001517898487 
     0.78125  1.443375673     0.3145461543    0.00119780793 
     0.78125  1.623797632     0.5459464558  0.0009227260384 
     0.78125  1.804219591    0.07792456508  0.0007004374581 
     0.78125   1.98464155     0.4155597286  0.0005335897121 
     0.78125  2.165063509     0.8741585712  0.0004209479949 
     0.78125  2.345485469     0.3415198041  0.0003587167059 
     0.78125  2.525907428     0.6503299414  0.0003416219895 
     0.78125  2.706329387     0.3678604908  0.0003635892962 
     0.78125  2.886751346     0.3141588047  0.0004180021555 
     0.78125  3.067173305     0.3340614463  0.0004976555669 
     0.78125  3.247595264     0.3894919555  0.0005945942553 
     0.78125  3.428017223    0.03206423919  0.0007000411125 
     0.78125  3.608439182     0.6761751815  0.0008045768263 
     0.78125  3.788861142     0.0163284298   0.000898642658 
     0.78125  3.969283101     0.3086399327  0.0009733289174 
     0.78125   4.14970506     0.9182276422   0.001021311316 
     0.78125  4.330127019   0.003821611745   0.001037733863 
     0.78125  4.510548978     0.6138924215   0.001021311316 
     0.78125  4.690970937    0.05941594658  0.0009733289174 
     0.78125  4.871392896     0.2662756584   0.000898642658 
     0.78125  5.051814855    0.03032447198  0.0008045768263 
     0.78125  5.232236815    0.09642505484  0.0007000411125 
     0.78125  5.412658774     0.2800273055  0.0005945942553 
     0.78125  5.593080733     0.1084817063  0.0004976555669 
     0.78125  5.773502692     0.9471883545  0.0004180021555 
     0.78125  5.953924651    0.09202159582  0.0003635892962 
     0.78125   6.13434661      0.845406893  0.0003416219895 
     0.78125  6.314768569     0.1814429517  0.0003587167059 
     0.78125  6.495190528     0.7335140508  0.0004209479949 
     0.78125  6.675612488     0.8693720729  0.0005335897121 
     0.78125  6.856034447    0.07419044929  0.0007004374581 
     0.78125  7.036456406     0.8179850023  0.0009227260384 
     0.78125  7.216878365      0.578531076    0.00119780793 
     0.78125  7.397300324     0.8806167501   0.001517898487 
     0.78125  7.577722283     0.3642622705   0.001869277632 
     0.78125  7.758144242     0.9283421288    0.00223232784 
     0.78125  7.938566201       0.63217522    0.00258266492 
     0.78125   8.11898816      0.519818631   0.002893393351 
     0.78125   8.29941012     0.6575878199   0.003138238885 
     0.78125  8.479832079     0.2549870926   0.003295051991 

      0.9375            0      0.647186301   0.002928241544 
      0.9375 0.1804219591     0.3782748863   0.002881099604 
      0.9375 0.3608439182     0.4759521308   0.002744075795 
      0.9375 0.5412658774     0.9186702928   0.002530162282 
      0.9375 0.7216878365     0.6314438138   0.002258791701 
      0.9375 0.9021097956     0.1098772178   0.001953047175 
      0.9375  1.082531755     0.9767341888    0.00163662041 
      0.9375  1.262953714    0.05390412295   0.001331098771 
      0.9375  1.443375673     0.2269421672   0.001054021378 
      0.9375  1.623797632     0.2692711361  0.0008179148522 
      0.9375  1.804219591     0.7713629165  0.0006302720331 
      0.9375   1.98464155    0.00963215039  0.0004942377284 
      0.9375  2.165063509     0.9441691861  0.0004096568545 
      0.9375  2.345485469     0.9150851976  0.0003741342436 
      0.9375  2.525907428     0.4134493994  0.0003838361245 
      0.9375  2.706329387     0.5747259976  0.0004338974864 
      0.9375  2.886751346    0.08585084636  0.0005184476326 
      0.9375  3.067173305     0.2837946412  0.0006303918259 
      0.9375  3.247595264     0.9118030854  0.0007611627351 
      0.9375  3.428017223     0.5078330948   0.000900666481 
      0.9375  3.608439182     0.1661196154   0.001037593639 
      0.9375  3.788861142     0.1012089622   0.001160159474 
      0.9375  3.969283101     0.1440057753   0.001257206913 
      0.9375   4.14970506    0.03341312236   0.001319485354 
      0.9375  4.330127019     0.8160872758    0.00134084297 
      0.9375  4.510548978     0.5309158337   0.001319485354 
      0.9375  4.690970937     0.2125191465   0.001257206913 
      0.9375  4.871392896      0.368665614   0.001160159474 
      0.9375  5.051814855     0.3392015729   0.001037593639 
      0.9375  5.232236815     0.9933021023   0.000900666481 
      0.9375  5.412658774     0.2903799291  0.0007611627351 
      0.9375  5.593080733     0.9542365146  0.0006303918259 
      0.9375  5.773502692    0.08108917867  0.0005184476326 
      0.9375  5.953924651      0.465010817  0.0004338974864 
      0.9375   6.13434661    0.02990891728  0.0003838361245 
      0.9375  6.314768569     0.4241153858  0.0003741342436 
      0.9375  6.495190528     0.9860117494  0.0004096568545 
      0.9375  6.675612488     0.1651743061  0.0004942377284 
      0.9375  6.856034447      0.822459723  0.0006302720331 
      0.9375  7.036456406    0.01760518504  0.0008179148522 
      0.9375  7.216878365     0.2292950915   0.001054021378 
      0.9375  7.397300324     0.3922550739   0.001331098771 
      0.9375  7.577722283     0.2399266862    0.00163662041 
      0.9375  7.758144242     0.3755839451   0.001953047175 
      0.9375  7.938566201     0.1867136897   0.002258791701 
      0.9375   8.11898816     0.5358623008   0.002530162282 
      0.9375   8.29941012      0.554527904   0.002744075795 
      0.9375  8.479832079     0.9890523791   0.002881099604 

     1.09375            0      0.712700564    0.00249859666 
     1.09375 0.1804219591     0.1756772008   0.002458425619 
     1.09375 0.3608439182     0.8570495905   0.002341616356 
     1.09375 0.5412658774     0.5769234427   0.002159302649 
     1.09375 0.7216878365     0.6614811921   0.001928149126 
     1.09375 0.9021097956     0.7120012808   0.001667990772 
     1.09375  1.082531755     0.9941037474   0.001399264296 
     1.09375  1.262953714     0.3119124381   0.001140726154 
     1.09375  1.443375673     0.7032679129  0.0009078292701 
     1.09375  1.623797632     0.6685093887  0.0007119310891 
     1.09375  1.804219591     0.9120680643  0.0005602904664 
     1.09375   1.98464155      0.592053873  0.0004566373389 
     1.09375  2.165063509   0.006557592619  0.0004020052903 
     1.09375  2.345485469    0.05177757083  0.0003955151952 
     1.09375  2.525907428     0.6703107539  0.0004348761952 
     1.09375  2.706329387      0.435010307  0.0005164999186 
     1.09375  2.886751346    0.07850738859  0.0006352691898 
     1.09375  3.067173305    0.02656217288   0.000784127753 
     1.09375  3.247595264     0.3561703391  0.0009537330945 
     1.09375  3.428017223     0.5810490741   0.001132421266 
     1.09375  3.608439182     0.3701283082   0.001306666381 
     1.09375  3.788861142     0.8588771048   0.001462091335 
     1.09375  3.969283101     0.4744926704   0.001584930457 
     1.09375   4.14970506     0.2958504709    0.00166370088 
     1.09375  4.330127019     0.6990346186   0.001690749961 
     1.09375  4.510548978     0.7169820726    0.00166370088 
     1.09375  4.690970937     0.7230671024   0.001584930457 
     1.09375  4.871392896     0.2777830837   0.001462091335 
     1.09375  5.051814855     0.5073971192   0.001306666381 
     1.09375  5.232236815     0.5393540077   0.001132421266 
     1.09375  5.412658774     0.9415313024  0.0009537330945 
     1.09375  5.593080733     0.1008921387   0.000784127753 
     1.09375  5.773502692      0.258449194  0.0006352691898 
     1.09375  5.953924651     0.6904256987  0.0005164999186 
     1.09375   6.13434661       0.72440213  0.0004348761952 
     1.09375  6.314768569      0.779331629  0.0003955151952 
     1.09375  6.495190528      0.198851101  0.0004020052903 
     1.09375  6.675612488    0.04060109154  0.0004566373389 
     1.09375  6.856034447     0.2481318125  0.0005602904664 
     1.09375  7.036456406     0.9330654307  0.0007119310891 
     1.09375  7.216878365     0.7446825371  0.0009078292701 
     1.09375  7.397300324     0.7012680953   0.001140726154 
     1.09375  7.577722283     0.6378531223   0.001399264296 
     1.09375  7.758144242      0.620082264   0.001667990772 
     1.09375  7.938566201     0.3272279619   0.001928149126 
     1.09375   8.11898816     0.1131341031   0.002159302649 
     1.09375   8.29941012      0.931360556   0.002341616356 
     1.09375  8.479832079     0.4891660352   0.002458425619 

        1.25            0     0.2051427193    0.00208058935 
        1.25 0.1804219591     0.1906140413   0.002047205273 
        1.25 0.3608439182     0.8605200289    0.00195007294 
        1.25 0.5412658774     0.6786164946   0.001798522404 
        1.25 0.7216878365     0.5728696892   0.001606532785 
        1.25 0.9021097956     0.8564375705    0.00139079145 
        1.25  1.082531755     0.1152874818   0.001168588268 
        1.25  1.262953714     0.2326136775  0.0009559558807 
        1.25  1.443375673     0.8578493277  0.0007663615623 
        1.25  1.623797632     0.4685654687  0.0006100857014 
        1.25  1.804219591     0.7008454734  0.0004942377284 
        1.25   1.98464155     0.3927015553  0.0004232114569 
        1.25  2.165063509     0.7087299864  0.0003993023262 
        1.25  2.345485469     0.4633340162  0.0004232114569 
        1.25  2.525907428     0.9612969345  0.0004942377284 
        1.25  2.706329387      0.249670171  0.0006100857014 
        1.25  2.886751346     0.2209645036  0.0007663615623 
        1.25  3.067173305     0.1990658574  0.0009559558807 
        1.25  3.247595264     0.2304102331   0.001168588268 
        1.25  3.428017223     0.3874031783    0.00139079145 
        1.25  3.608439182     0.9875861446   0.001606532785 
        1.25  3.788861142     0.1029483517   0.001798522404 
        1.25  3.969283101     0.8546966154    0.00195007294 
        1.25   4.14970506     0.8373214164   0.002047205273 
        1.25  4.330127019     0.1126980392    0.00208058935 
        1.25  4.510548978     0.9534426719   0.002047205273 
        1.25  4.690970937    0.03260787912    0.00195007294 
        1.25  4.871392896     0.8848749725   0.001798522404 
        1.25  5.051814855     0.7784061709   0.001606532785 
        1.25  5.232236815     0.3720026324    0.00139079145 
        1.25  5.412658774     0.4539534147   0.001168588268 
        1.25  5.593080733     0.3900108986  0.0009559558807 
        1.25  5.773502692   0.001379234328  0.0007663615623 
        1.25  5.953924651     0.7124476458  0.0006100857014 
        1.25   6.13434661     0.6491819226  0.0004942377284 
        1.25  6.314768569      0.193333612  0.0004232114569 
        1.25  6.495190528     0.1203777146  0.0003993023262 
        1.25  6.675612488     0.7991734093  0.0004232114569 
        1.25  6.856034447     0.4143470778  0.0004942377284 
        1.25  7.036456406     0.4106222881  0.0006100857014 
        1.25  7.216878365     0.5088545385  0.0007663615623 
        1.25  7.397300324     0.4007274821  0.0009559558807 
        1.25  7.577722283     0.7987399459   0.001168588268 
        1.25  7.758144242     0.2037537442    0.00139079145 
        1.25  7.938566201     0.3358987355   0.001606532785 
        1.25   8.11898816     0.5621235674   0.001798522404 
        1.25   8.29941012     0.6235977702    0.00195007294 
        1.25  8.479832079     0.9841257546   0.002047205273 

     1.40625            0     0.7152587956   0.001690749961 
     1.40625 0.1804219591     0.1864105282    0.00166370088 
     1.40625 0.3608439182     0.8648595822   0.001584930457 
     1.40625 0.5412658774     0.2517684925   0.001462091335 
     1.40625 0.7216878365      0.977194145   0.001306666381 
     1.40625 0.9021097956     0.8708875907   0.001132421266 
     1.40625  1.082531755      0.380872029  0.0009537330945 
     1.40625  1.262953714   0.009920060121   0.000784127753 
     1.40625  1.443375673      0.804170732  0.0006352691898 
     1.40625  1.623797632     0.4858038263  0.0005164999186 
     1.40625  1.804219591     0.6337877812  0.0004348761952 
     1.40625   1.98464155     0.3146292756  0.0003955151952 
     1.40625  2.165063509     0.1225913017  0.0004020052903 
     1.40625  2.345485469     0.6867325683  0.0004566373389 
     1.40625  2.525907428    0.07368418256  0.0005602904664 
     1.40625  2.706329387     0.6516998803  0.0007119310891 
     1.40625  2.886751346     0.1353422341  0.0009078292701 
     1.40625  3.067173305     0.6819287288   0.001140726154 
     1.40625  3.247595264     0.6476366511   0.001399264296 
     1.40625  3.428017223     0.9908206194   0.001667990772 
     1.40625  3.608439182     0.7037581158   0.001928149126 
     1.40625  3.788861142      0.176862294   0.002159302649 
     1.40625  3.969283101    0.06040819282   0.002341616356 
     1.40625   4.14970506     0.4959352186   0.002458425619 
     1.40625  4.330127019     0.6008629035    0.00249859666 
     1.40625  4.510548978     0.6500356659   0.002458425619 
     1.40625  4.690970937     0.6558192838   0.002341616356 
     1.40625  4.871392896     0.5229533948   0.002159302649 
     1.40625  5.051814855     0.6500828491   0.001928149126 
     1.40625  5.232236815     0.5319962643   0.001667990772 
     1.40625  5.412658774     0.9228839993   0.001399264296 
     1.40625  5.593080733     0.7833357412   0.001140726154 
     1.40625  5.773502692     0.7929214953  0.0009078292701 
     1.40625  5.953924651     0.9719542282  0.0007119310891 
     1.40625   6.13434661     0.7836765522  0.0005602904664 
     1.40625  6.314768569    0.04677057564  0.0004566373389 
     1.40625  6.495190528    0.03353997952  0.0004020052903 
     1.40625  6.675612488     0.9257414508  0.0003955151952 
     1.40625  6.856034447     0.8065581167  0.0004348761952 
     1.40625  7.036456406    0.07954512064  0.0005164999186 
     1.40625  7.216878365    0.09921636962  0.0006352691898 
     1.40625  7.397300324     0.3721582989   0.000784127753 
     1.40625  7.577722283     0.2396846861  0.0009537330945 
     1.40625  7.758144242     0.9520272741   0.001132421266 
     1.40625  7.938566201      0.706781938   0.001306666381 
     1.40625   8.11898816      0.184836895   0.001462091335 
     1.40625   8.29941012     0.6410289091   0.001584930457 
     1.40625  8.479832079     0.9881927399    0.00166370088 

      1.5625            0     0.8426244294    0.00134084297 
      1.5625 0.1804219591     0.1010643448   0.001319485354 
      1.5625 0.3608439182     0.8204723656   0.001257206913 
      1.5625 0.5412658774     0.5414895872   0.001160159474 
      1.5625 0.7216878365     0.2310794208   0.001037593639 
      1.5625 0.9021097956      0.523885118   0.000900666481 
      1.5625  1.082531755     0.7774014832  0.0007611627351 
      1.5625  1.262953714     0.8070126478  0.0006303918259 
      1.5625  1.443375673     0.3867247815  0.0005184476326 
      1.5625  1.623797632    0.03898098269  0.0004338974864 
      1.5625  1.804219591      0.215115438  0.0003838361245 
      1.5625   1.98464155     0.1491835607  0.0003741342436 
      1.5625  2.165063509     0.4999611933  0.0004096568545 
      1.5625  2.345485469     0.7588388537  0.0004942377284 
      1.5625  2.525907428     0.6392965718  0.0006302720331 
      1.5625  2.706329387     0.4604112284  0.0008179148522 
      1.5625  2.886751346   0.002644598242   0.001054021378 
      1.5625  3.067173305     0.7389405178   0.001331098771 
      1.5625  3.247595264     0.9792789568    0.00163662041 
      1.5625  3.428017223     0.8477200242   0.001953047175 
      1.5625  3.608439182     0.3315505028   0.002258791701 
      1.5625  3.788861142      0.678497123   0.002530162282 
      1.5625  3.969283101     0.4473666811   0.002744075795 
      1.5625   4.14970506    0.09451452918   0.002881099604 
      1.5625  4.330127019     0.6977521122   0.002928241544 
      1.5625  4.510548978     0.5096152886   0.002881099604 
      1.5625  4.690970937     0.3221881563   0.002744075795 
      1.5625  4.871392896    0.07710405045   0.002530162282 
      1.5625  5.051814855     0.1519115064   0.002258791701 
      1.5625  5.232236815     0.1366914866   0.001953047175 
      1.5625  5.412658774     0.9669059537    0.00163662041 
      1.5625  5.593080733     0.6127194836   0.001331098771 
      1.5625  5.773502692     0.4766304567   0.001054021378 
      1.5625  5.953924651     0.8104126096  0.0008179148522 
